section,key1,key2,count,value
template_object_pair_frequency,{subject} is owned by,Berlin,1,0.005
template_object_pair_frequency,{subject} plays the,violin,1,0.005
template_object_pair_frequency,{subject} is in,Somerset,1,0.005
template_object_pair_frequency,{subject} performs,opera,1,0.005
template_object_pair_frequency,"{subject}, named after",Arctic,1,0.005
template_object_pair_frequency,The official religion of {subject} is,Islam,1,0.005
template_object_pair_frequency,The language used by {subject} is,Italian,1,0.005
template_object_pair_frequency,The headquarter of {subject} is in,Chicago,1,0.005
template_object_pair_frequency,"{subject}, located in",Netherlands,1,0.005
template_object_pair_frequency,{subject} is developed by,BMW,1,0.005
template_object_pair_frequency,{subject} is a product of,Boeing,1,0.005
template_object_pair_frequency,{subject} was born in,Ottawa,1,0.005
template_object_pair_frequency,What is the twin city of {subject}? It is,Warsaw,1,0.005
template_object_pair_frequency,{subject} died in,Madrid,1,0.005
template_object_pair_frequency,{subject} is represented by record label,Federal,1,0.005
template_object_pair_frequency,"{subject}, who holds a citizenship from",Iran,1,0.005
template_object_pair_frequency,{subject} can be found in,Rome,1,0.005
template_object_pair_frequency,{subject} is located in the continent,Europe,1,0.005
template_object_pair_frequency,"{subject}, which has the capital city",Madrid,1,0.005
template_object_pair_frequency,The language of {subject} was,Tamil,1,0.005
template_object_pair_frequency,"In {subject}, the language spoken is",English,1,0.005
template_object_pair_frequency,{subject} holds the title of,bishop,1,0.005
template_object_pair_frequency,{subject} was written in,French,1,0.005
template_object_pair_frequency,{subject} plays as,midfielder,1,0.005
template_object_pair_frequency,{subject} is to debut on,CBS,1,0.005
template_object_pair_frequency,{subject} is a member of,NATO,1,0.005
template_object_pair_frequency,{subject} was created in,Japan,1,0.005
template_object_pair_frequency,{subject} is a professional,hockey,1,0.005
template_object_pair_frequency,"{subject}, that was formed in",Manila,1,0.005
template_object_pair_frequency,{subject} was employed in,Hamburg,1,0.005
template_object_pair_frequency,{subject}'s area of work is,animation,1,0.005
template_object_pair_frequency,The mother tongue of {subject} is,Serbian,1,0.005
template_object_pair_frequency,The occupation of {subject} is,poet,1,0.005
template_object_pair_frequency,{subject} works for,IBM,1,0.005
template_object_pair_frequency,{subject}'s owner,Detroit,1,0.005
template_object_pair_frequency,{subject} plays,piano,1,0.005
template_object_pair_frequency,{subject} is located in,Arkansas,1,0.005
template_object_pair_frequency,What does {subject} play? They play,jazz,1,0.005
template_object_pair_frequency,"{subject}, which is named for",Richmond,1,0.005
template_object_pair_frequency,{subject} follows the religion of,Buddhism,1,0.005
template_object_pair_frequency,{subject} writes in,Spanish,1,0.005
template_object_pair_frequency,{subject} is headquartered in,Wellington,1,0.005
template_object_pair_frequency,"{subject}, which is located in",India,1,0.005
template_object_pair_frequency,"{subject}, created by",Toyota,1,0.005
template_object_pair_frequency,{subject} is developed by,IBM,1,0.005
template_object_pair_frequency,{subject} originates from,Pennsylvania,1,0.005
template_object_pair_frequency,{subject} is a twin city of,Budapest,1,0.005
template_object_pair_frequency,{subject} died in the city of,Paris,1,0.005
template_object_pair_frequency,{subject}'s label is,Brunswick,1,0.005
template_object_pair_frequency,{subject} holds a citizenship from,Norway,1,0.005
template_object_pair_frequency,{subject} is located in,Newport,1,0.005
template_object_pair_frequency,{subject} is in,Africa,1,0.005
template_object_pair_frequency,The capital of {subject} is,Salvador,1,0.005
template_object_pair_frequency,The original language of {subject} is,English,1,0.005
template_object_pair_frequency,"In {subject}, they understand",French,1,0.005
template_object_pair_frequency,{subject} holds the position of,cardinal,1,0.005
template_object_pair_frequency,The language of {subject} is,Russian,1,0.005
template_object_pair_frequency,"{subject}, who plays the position",quarterback,1,0.005
template_object_pair_frequency,{subject} was released on,NBC,1,0.005
template_object_pair_frequency,{subject} belongs to the organization of,FIFA,1,0.005
template_object_pair_frequency,"{subject}, that was formulated in",Italy,1,0.005
template_object_pair_frequency,What sport does {subject} play? They play,basketball,1,0.005
template_object_pair_frequency,{subject} originated in,Vancouver,1,0.005
template_object_pair_frequency,{subject} worked in,Berlin,1,0.005
template_object_pair_frequency,The expertise of {subject} is,opera,1,0.005
template_object_pair_frequency,The native language of {subject} is,Russian,1,0.005
template_object_pair_frequency,{subject}'s occupation is,poet,1,0.005
template_object_pair_frequency,"{subject}, who is employed by",IBM,1,0.005
template_object_pair_frequency,{subject} is from,Sony,1,0.005
template_object_pair_frequency,"{subject}, the",guitar,1,0.005
template_object_pair_frequency,"{subject}, in",Queensland,1,0.005
template_object_pair_frequency,{subject} is known for performing,jazz,1,0.005
template_object_pair_frequency,"{subject}, called after",Albany,1,0.005
template_object_pair_frequency,{subject} is follower of,Islam,1,0.005
template_object_pair_frequency,{subject} speaks the language,Swedish,1,0.005
template_object_pair_frequency,{subject} is based in,Beijing,1,0.005
template_object_pair_frequency,{subject} is located in the country of,Syria,1,0.005
template_object_pair_frequency,{subject} is produced by,Honda,1,0.005
template_object_pair_frequency,"{subject}, developed by",Google,1,0.005
template_object_pair_frequency,{subject} was native to,Rome,1,0.005
template_object_pair_frequency,The twin city of {subject} is,Moscow,1,0.005
template_object_pair_frequency,{subject} succumbed at,Paris,1,0.005
template_object_pair_frequency,{subject} is represented by music label,Festival,1,0.005
template_object_pair_frequency,"{subject}, who is a citizen of",Bulgaria,1,0.005
template_object_pair_frequency,{subject} is in,Hollywood,1,0.005
template_object_pair_frequency,{subject} belongs to the continent of,Asia,1,0.005
template_object_pair_frequency,"{subject}, which has the capital",Stockholm,1,0.005
template_object_pair_frequency,The language of {subject} is,French,1,0.005
template_object_pair_frequency,The official language of {subject} is,Finnish,1,0.005
template_object_pair_frequency,{subject} has the position of,mayor,1,0.005
template_object_pair_frequency,{subject} is written in,Italian,1,0.005
template_object_pair_frequency,Which position does {subject} play? They play as,midfielder,1,0.005
template_object_pair_frequency,{subject} premieres on,NBC,1,0.005
template_object_pair_frequency,{subject} is affiliated with the,NATO,1,0.005
template_object_pair_frequency,{subject} was developed in,India,1,0.005
template_object_pair_frequency,{subject} plays,football,1,0.005
template_object_pair_frequency,"{subject}, that was started in",Hamilton,1,0.005
template_object_pair_frequency,{subject} took up work in,London,1,0.005
template_object_pair_frequency,{subject}'s domain of work is,geometry,1,0.005
template_object_pair_frequency,{subject} is a native speaker of,Dutch,1,0.005
template_object_pair_frequency,"{subject}, who works as",composer,1,0.005
template_object_pair_frequency,"{subject}, of",Microsoft,1,0.005
template_object_pair_frequency,"{subject}, from",Richmond,1,0.005
template_object_pair_frequency,{subject} plays the instrument,guitar,1,0.005
template_object_pair_frequency,{subject} is within,Ontario,1,0.005
template_object_pair_frequency,"{subject}, who plays",thriller,1,0.005
template_object_pair_frequency,{subject} was named for,coffee,1,0.005
template_object_pair_frequency,{subject} is follower of,Christianity,1,0.005
template_object_pair_frequency,{subject} writes in,Italian,1,0.005
template_object_pair_frequency,The headquarter of {subject} is located in,Toronto,1,0.005
template_object_pair_frequency,"{subject}, in",Syria,1,0.005
template_object_pair_frequency,{subject} is a product of,Microsoft,1,0.005
template_object_pair_frequency,"{subject}, created by",Apple,1,0.005
template_object_pair_frequency,{subject} is originally from,Miami,1,0.005
template_object_pair_frequency,What is the twin city of {subject}? It is,Moscow,1,0.005
template_object_pair_frequency,{subject} passed away at,Rome,1,0.005
template_object_pair_frequency,{subject} label :,Brunswick,1,0.005
template_object_pair_frequency,{subject} is a citizen of,Germany,1,0.005
template_object_pair_frequency,Where is {subject}? It is located in,Nashville,1,0.005
template_object_pair_frequency,{subject} is located in,Europe,1,0.005
template_object_pair_frequency,{subject}'s capital city is,Brussels,1,0.005
template_object_pair_frequency,The original language of {subject} was,Sanskrit,1,0.005
template_object_pair_frequency,The law in {subject} declares the language,English,1,0.005
template_object_pair_frequency,"{subject}, who holds the position of",bishop,1,0.005
template_object_pair_frequency,{subject} is written in,Norwegian,1,0.005
template_object_pair_frequency,{subject} plays in the position of,linebacker,1,0.005
template_object_pair_frequency,{subject} debuted on,PBS,1,0.005
template_object_pair_frequency,{subject} is affiliated with,Ministry,1,0.005
template_object_pair_frequency,"{subject}, that was from",France,1,0.005
template_object_pair_frequency,"{subject}, the",hockey,1,0.005
template_object_pair_frequency,"{subject}, created in",Boston,1,0.005
template_object_pair_frequency,{subject} worked in the city of,Toronto,1,0.005
template_object_pair_frequency,The domain of activity of {subject} is,physician,1,0.005
template_object_pair_frequency,"{subject}, a native",Dutch,1,0.005
template_object_pair_frequency,{subject} works as,actor,1,0.005
template_object_pair_frequency,"{subject}, who is employed by",ESPN,1,0.005
template_object_pair_frequency,"{subject}, by",Detroit,1,0.005
template_object_pair_frequency,"{subject}, playing the",violin,1,0.005
template_object_pair_frequency,{subject} can be found in,Pennsylvania,1,0.005
template_object_pair_frequency,{subject} plays,fantasy,1,0.005
template_object_pair_frequency,"{subject}, which was named after",Beijing,1,0.005
template_object_pair_frequency,{subject} is affiliated with the religion,Buddhism,1,0.005
template_object_pair_frequency,The language used by {subject} is,Spanish,1,0.005
template_object_pair_frequency,"{subject}, whose headquarters are in",London,1,0.005
template_object_pair_frequency,{subject} is located in the country of,Australia,1,0.005
template_object_pair_frequency,{subject} is created by,Apple,1,0.005
template_object_pair_frequency,{subject} is created by,Amazon,1,0.005
template_object_pair_frequency,{subject} was originally from,Sydney,1,0.005
template_object_pair_frequency,{subject} is a twin city of,Dublin,1,0.005
template_object_pair_frequency,{subject} passed away in,Wellington,1,0.005
template_object_pair_frequency,{subject}'s record label is,Word,1,0.005
template_object_pair_frequency,"{subject}, a citizen of",Australia,1,0.005
template_object_pair_frequency,{subject} is in,Memphis,1,0.005
template_object_pair_frequency,{subject} is a part of the continent of,Asia,1,0.005
template_object_pair_frequency,"{subject}'s capital city,",Delhi,1,0.005
template_object_pair_frequency,The language of {subject} was,French,1,0.005
template_object_pair_frequency,"In {subject}, an official language is",Dutch,1,0.005
template_object_pair_frequency,{subject}'s position is,pope,1,0.005
template_object_pair_frequency,The language of {subject} was,Russian,1,0.005
template_object_pair_frequency,"{subject}, the",defender,1,0.005
template_object_pair_frequency,{subject} was originally aired on,CNN,1,0.005
template_object_pair_frequency,{subject} is a part of the,WWE,1,0.005
syllable_coverage,pool_fraction_used,,20,1.0
syllable_coverage,max_single_syllable_rate,,919,0.06746463547334058
syllable_coverage,uniform_rate,,20,0.05
